"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","Url"
"2170",2020,"Dortmund","Bundesliga","Marwin Hitz","SUI","GK","31",1987,4,3,290,3.2,1,0.31,7,6,85.7,2,1,0,3,100,0,0,0,0,NA,"https://fbref.com/en/players/2e7ff968/Marwin-Hitz"
"2171",2020,"Düsseldorf","Bundesliga","Florian Kastenmeier","GER","GK","22",1997,17,17,1530,17,31,1.82,76,50,61.8,2,9,6,2,11.8,3,2,1,0,33.3,"https://fbref.com/en/players/dc2e4736/Florian-Kastenmeier"
"2172",2020,"Düsseldorf","Bundesliga","Zack Steffen","USA","GK","24",1995,17,17,1530,17,36,2.12,95,61,63.2,4,3,10,2,11.8,2,1,1,0,50,"https://fbref.com/en/players/42130443/Zack-Steffen"
"2173",2020,"Eibar","La Liga","Marko Dmitrović","SRB","GK","27",1992,35,35,3150,35,51,1.46,113,67,58.4,9,9,17,10,28.6,5,4,1,0,20,"https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic"
"2174",2020,"Eibar","La Liga","Yoel","ESP","GK","30",1988,4,4,270,3,5,1.67,14,9,64.3,2,0,1,1,25,1,0,1,0,100,"https://fbref.com/en/players/61bb7498/Yoel"
"2175",2020,"Eint Frankfurt","Bundesliga","Frederik Rønnow","DEN","GK","26",1992,9,9,810,9,14,1.56,47,35,74.5,2,3,4,1,11.1,2,2,0,0,0,"https://fbref.com/en/players/a70b8345/Frederik-Ronnow"
"2176",2020,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","29",1990,22,22,1980,22,38,1.73,104,69,64.4,11,3,8,4,18.2,1,1,0,0,0,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
"2177",2020,"Eint Frankfurt","Bundesliga","Felix Wiedwald","GER","GK","29",1990,3,3,270,3,8,2.67,21,13,61.9,0,0,3,0,0,0,0,0,0,NA,"https://fbref.com/en/players/e2d34771/Felix-Wiedwald"
"2178",2020,"Espanyol","La Liga","Diego López","ESP","GK","37",1981,36,36,3232,35.9,58,1.62,153,101,66,4,9,23,4,11.1,7,6,1,0,14.3,"https://fbref.com/en/players/73683fa9/Diego-Lopez"
"2179",2020,"Espanyol","La Liga","Oier Olazábal","ESP","GK","29",1989,2,2,180,2,0,0,4,4,100,1,1,0,2,100,0,0,0,0,NA,"https://fbref.com/en/players/b5bdf144/Oier-Olazabal"
"2180",2020,"Everton","Premier League","Jordan Pickford","ENG","GK","25",1994,38,38,3420,38,56,1.47,145,95,63.4,13,10,15,9,23.7,4,3,0,1,0,"https://fbref.com/en/players/4806ec67/Jordan-Pickford"
"2181",2020,"Fiorentina","Serie A","Federico Brancolini","ITA","GK","18",2001,1,0,6,0.1,0,0,0,0,NA,0,0,0,1,NA,0,0,0,0,NA,"https://fbref.com/en/players/d4890c25/Federico-Brancolini"
"2182",2020,"Fiorentina","Serie A","Bartłomiej Drągowski","POL","GK","21",1997,31,31,2790,31,43,1.39,131,94,71.8,7,12,12,8,25.8,8,6,2,0,25,"https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski"
"2183",2020,"Fiorentina","Serie A","Pietro Terracciano","ITA","GK","29",1990,7,7,624,6.9,5,0.72,19,16,89.5,5,1,1,3,42.9,3,3,0,0,0,"https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano"
"2184",2020,"Freiburg","Bundesliga","Mark Flekken","NED","GK","26",1993,10,10,900,10,14,1.4,70,54,80,4,3,3,3,30,1,0,0,1,NA,"https://fbref.com/en/players/a92ab7be/Mark-Flekken"
"2185",2020,"Freiburg","Bundesliga","Alexander Schwolow","GER","GK","27",1992,24,24,2091,23.2,32,1.38,114,83,74.6,9,6,9,4,16.7,3,3,0,0,0,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow"
"2186",2020,"Freiburg","Bundesliga","Niclas Thiede","GER","GK","20",1999,1,0,69,0.8,1,1.3,4,3,75,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/cac55e10/Niclas-Thiede"
"2187",2020,"Genoa","Serie A","Mattia Perin","ITA","GK","26",1992,21,21,1890,21,38,1.81,99,63,62.6,8,4,9,5,23.8,2,1,0,1,0,"https://fbref.com/en/players/4c62d0c8/Mattia-Perin"
"2188",2020,"Genoa","Serie A","Ionuț Radu","ROU","GK","22",1997,17,17,1530,17,35,2.06,89,61,67.4,2,5,10,2,11.8,7,6,0,1,0,"https://fbref.com/en/players/67f649be/Ionut-Radu"
"2189",2020,"Getafe","La Liga","David Soria","ESP","GK","26",1993,38,38,3420,38,37,0.97,102,70,68.6,14,12,12,15,39.5,6,5,1,0,16.7,"https://fbref.com/en/players/8f8c6934/David-Soria"
"2190",2020,"Granada","La Liga","Aarón Escandell","ESP","GK","23",1995,3,3,270,3,3,1,13,10,76.9,1,0,2,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/67669ce7/Aaron-Escandell"
"2191",2020,"Granada","La Liga","Rui Silva","POR","GK","25",1994,35,35,3150,35,42,1.2,136,97,72.1,15,8,12,12,34.3,5,4,1,0,20,"https://fbref.com/en/players/ea83bfa6/Rui-Silva"
"2192",2020,"Hellas Verona","Serie A","Boris Radunović","SRB","GK","23",1996,3,3,270,3,8,2.67,13,7,53.8,1,0,2,1,33.3,2,2,0,0,0,"https://fbref.com/en/players/0dfce079/Boris-Radunovic"
"2193",2020,"Hellas Verona","Serie A","Marco Silvestri","ITA","GK","28",1991,35,35,3150,35,43,1.23,148,108,75.7,11,13,11,9,25.7,7,7,0,0,0,"https://fbref.com/en/players/0d422df7/Marco-Silvestri"
"2194",2020,"Hertha BSC","Bundesliga","Rune Jarstein","NOR","GK","34",1984,29,29,2547,28.3,46,1.63,131,94,70.2,11,5,13,9,31,7,7,0,0,0,"https://fbref.com/en/players/27d2618c/Rune-Jarstein"
"2195",2020,"Hertha BSC","Bundesliga","Thomas Kraft","GER","GK","31",1988,4,4,360,4,9,2.25,20,11,55,0,3,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/bb25c778/Thomas-Kraft"
"2196",2020,"Hertha BSC","Bundesliga","Dennis Smarsch","GER","GK","20",1999,2,1,151,1.7,4,2.38,11,7,63.6,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/45f6f52b/Dennis-Smarsch"
"2197",2020,"Hoffenheim","Bundesliga","Oliver Baumann","GER","GK","29",1990,30,30,2700,30,49,1.63,143,101,69.2,13,7,10,7,23.3,7,5,2,0,28.6,"https://fbref.com/en/players/47064058/Oliver-Baumann"
"2198",2020,"Hoffenheim","Bundesliga","Philipp Pentke","GER","GK","34",1985,4,4,360,4,4,1,20,16,85,2,0,2,1,25,1,1,0,0,0,"https://fbref.com/en/players/c41f7379/Philipp-Pentke"
"2199",2020,"Inter","Serie A","Samir Handanović","SVN","GK","35",1984,35,35,3150,35,32,0.91,108,79,72.2,22,10,3,13,37.1,3,2,1,0,33.3,"https://fbref.com/en/players/74419746/Samir-Handanovic"
"2200",2020,"Inter","Serie A","Daniele Padelli","ITA","GK","33",1985,4,4,270,3,4,1.33,6,3,50,2,0,1,1,25,1,1,0,0,0,"https://fbref.com/en/players/cf1c23d8/Daniele-Padelli"
"2201",2020,"Juventus","Serie A","Gianluigi Buffon","ITA","GK","41",1978,9,9,810,9,10,1.11,32,23,71.9,7,1,1,1,11.1,2,1,0,1,0,"https://fbref.com/en/players/e40d028b/Gianluigi-Buffon"
"2202",2020,"Juventus","Serie A","Carlo Pinsoglio","ITA","GK","29",1990,1,0,19,0.2,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/f6a06749/Carlo-Pinsoglio"
"2203",2020,"Juventus","Serie A","Wojciech Szczęsny","POL","GK","29",1990,29,29,2591,28.8,33,1.15,120,95,79.2,19,4,6,11,37.9,10,8,1,1,11.1,"https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny"
"2204",2020,"Köln","Bundesliga","Timo Horn","GER","GK","26",1993,34,34,3060,34,69,2.03,152,87,57.2,10,6,18,6,17.6,6,4,2,0,33.3,"https://fbref.com/en/players/3cd9e95a/Timo-Horn"
"2205",2020,"Lazio","Serie A","Thomas Strakosha","ALB","GK","24",1995,38,38,3420,38,42,1.11,145,111,75.9,24,6,8,11,28.9,9,7,1,1,12.5,"https://fbref.com/en/players/339fe0e8/Thomas-Strakosha"
"2206",2020,"Lecce","Serie A","Gabriel","BRA","GK","26",1992,34,34,2997,33.3,76,2.28,217,153,69.6,6,8,20,2,5.9,12,10,2,0,16.7,"https://fbref.com/en/players/f93ed0df/Gabriel"
"2207",2020,"Lecce","Serie A","Mauro Vigorito","ITA","GK","29",1990,5,4,423,4.7,9,1.91,27,19,70.4,3,0,1,1,25,1,1,0,0,0,"https://fbref.com/en/players/582a251c/Mauro-Vigorito"
"2208",2020,"Leganés","La Liga","Iván Cuéllar","ESP","GK","35",1984,27,27,2429,27,33,1.22,99,67,67.7,7,9,11,8,29.6,2,1,1,0,50,"https://fbref.com/en/players/75751c99/Ivan-Cuellar"
"2209",2020,"Leganés","La Liga","Juan Soriano","ESP","GK","21",1997,11,11,990,11,18,1.64,34,22,61.8,1,3,7,1,9.1,5,5,0,0,0,"https://fbref.com/en/players/5512b1a9/Juan-Soriano"
"2210",2020,"Leicester City","Premier League","Kasper Schmeichel","DEN","GK","32",1986,38,38,3420,38,41,1.08,126,95,73.8,18,8,12,13,34.2,10,8,2,0,20,"https://fbref.com/en/players/53af52f3/Kasper-Schmeichel"
"2211",2020,"Levante","La Liga","Aitor Fernández","ESP","GK","28",1991,36,36,3240,36,51,1.42,201,152,76.1,12,7,17,5,13.9,6,3,3,0,50,"https://fbref.com/en/players/a01c3d54/Aitor-Fernandez"
"2212",2020,"Levante","La Liga","Koke Vegas","ESP","GK","23",1995,2,2,180,2,2,1,10,8,80,2,0,0,1,50,1,0,0,1,NA,"https://fbref.com/en/players/bfb15d99/Koke-Vegas"
"2213",2020,"Leverkusen","Bundesliga","Lukáš Hrádecký","FIN","GK","29",1989,34,34,3060,34,44,1.29,137,92,69.3,19,6,9,10,29.4,2,2,0,0,0,"https://fbref.com/en/players/ad3389d5/Lukas-Hradecky"
"2214",2020,"Lille","Ligue 1","Mike Maignan","FRA","GK","24",1995,28,28,2520,28,27,0.96,78,58,70.5,15,4,9,12,42.9,6,4,1,1,20,"https://fbref.com/en/players/fcb38f57/Mike-Maignan"
"2215",2020,"Liverpool","Premier League","Adrián","ESP","GK","32",1987,11,9,875,9.7,10,1.03,28,17,64.3,9,0,0,2,22.2,0,0,0,0,NA,"https://fbref.com/en/players/f76e6b4e/Adrian"
"2216",2020,"Liverpool","Premier League","Alisson","BRA","GK","26",1992,29,29,2543,28.3,23,0.81,79,58,72.2,23,3,3,13,44.8,1,1,0,0,0,"https://fbref.com/en/players/7a2e46a8/Alisson"
"2217",2020,"Lyon","Ligue 1","Anthony Lopes","POR","GK","28",1990,26,26,2340,26,25,0.96,85,64,72.9,10,7,9,8,30.8,3,2,0,1,0,"https://fbref.com/en/players/f00de885/Anthony-Lopes"
"2218",2020,"Lyon","Ligue 1","Ciprian Tătărușanu","ROU","GK","33",1986,2,2,180,2,2,1,11,9,81.8,1,0,1,1,50,0,0,0,0,NA,"https://fbref.com/en/players/b056e3da/Ciprian-Tatarusanu"
"2219",2020,"M'Gladbach","Bundesliga","Yann Sommer","SUI","GK","30",1988,34,34,3060,34,40,1.18,152,110,74.3,20,5,9,7,20.6,2,1,1,0,50,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
"2220",2020,"Mainz 05","Bundesliga","Florian Müller","GER","GK","21",1997,13,12,1125,12.5,25,2,64,41,64.1,3,2,7,2,16.7,3,2,1,0,33.3,"https://fbref.com/en/players/cbac6ec9/Florian-Muller"
"2221",2020,"Mainz 05","Bundesliga","Robin Zentner","GER","GK","24",1994,22,22,1935,21.5,40,1.86,113,75,65.5,8,2,12,3,13.6,2,1,1,0,50,"https://fbref.com/en/players/5c4bf6ba/Robin-Zentner"
"2222",2020,"Mallorca","La Liga","Fabricio","ESP","GK","31",1987,2,2,90,1,3,3,5,3,80,0,0,1,0,0,2,2,0,0,0,"https://fbref.com/en/players/af245161/Fabricio"
"2223",2020,"Mallorca","La Liga","Miquel Parera","ESP","GK","23",1996,1,1,90,1,2,2,5,3,60,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/f9b42381/Miquel-Parera"
"2224",2020,"Mallorca","La Liga","Manolo Reina","ESP","GK","34",1985,36,36,3240,36,60,1.67,164,117,71.3,9,5,22,5,13.9,14,13,1,0,7.1,"https://fbref.com/en/players/605eb473/Manolo-Reina"
"2225",2020,"Manchester City","Premier League","Claudio Bravo","CHI","GK","36",1983,4,3,347,3.9,7,1.82,15,8,53.3,2,0,1,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/10072610/Claudio-Bravo"
"2226",2020,"Manchester City","Premier League","Ederson","BRA","GK","25",1993,35,35,3071,34.1,28,0.82,92,65,72.8,24,3,8,16,45.7,3,3,0,0,0,"https://fbref.com/en/players/3bb7b8b4/Ederson"
"2227",2020,"Manchester Utd","Premier League","David de Gea","ESP","GK","28",1990,38,38,3420,38,36,0.95,125,92,73.6,18,12,8,13,34.2,3,3,0,0,0,"https://fbref.com/en/players/7ba6d84e/David-de-Gea"
"2228",2020,"Marseille","Ligue 1","Steve Mandanda","FRA","GK","34",1985,27,27,2371,26.3,27,1.02,91,71,74.7,15,8,4,11,40.7,4,4,0,0,0,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
"2229",2020,"Marseille","Ligue 1","Yohann Pelé","FRA","GK","36",1982,2,1,149,1.7,2,1.21,6,4,66.7,1,0,0,0,0,1,0,1,0,100,"https://fbref.com/en/players/76806215/Yohann-Pele"
"2230",2020,"Metz","Ligue 1","Paul Delecroix","FRA","GK","30",1988,2,1,135,1.5,4,2.67,5,2,40,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/2ee1b96b/Paul-Delecroix"
"2231",2020,"Metz","Ligue 1","Alexandre Oukidja","ALG","GK","31",1988,27,27,2385,26.5,31,1.17,127,99,78,8,10,9,8,29.6,3,3,0,0,0,"https://fbref.com/en/players/ae7d0ecd/Alexandre-Oukidja"
"2232",2020,"Milan","Serie A","Asmir Begović","BIH","GK","32",1987,2,1,129,1.4,3,2.09,6,4,66.7,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/7b4de647/Asmir-Begovic"
"2233",2020,"Milan","Serie A","Gianluigi Donnarumma","ITA","GK","20",1999,36,36,3201,35.6,42,1.18,134,97,71.6,18,9,9,12,33.3,8,4,4,0,50,"https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma"
"2234",2020,"Milan","Serie A","Pepe Reina","ESP","GK","36",1982,2,2,90,1,1,1,5,4,80,1,0,0,0,0,1,0,1,0,100,"https://fbref.com/en/players/e358587b/Pepe-Reina"
"2235",2020,"Monaco","Ligue 1","Benjamin Lecomte","FRA","GK","28",1991,28,28,2520,28,44,1.57,132,95,71.2,11,7,10,7,25,6,6,0,0,0,"https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte"
"2236",2020,"Montpellier","Ligue 1","Dimitry Bertaud","FRA","GK","21",1998,3,3,196,2.2,3,1.38,6,3,50,0,0,3,0,0,0,0,0,0,NA,"https://fbref.com/en/players/380a15e2/Dimitry-Bertaud"
"2237",2020,"Montpellier","Ligue 1","Matis Carvalho","POR","GK","20",1999,1,0,71,0.8,4,5.07,8,5,50,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/8608f269/Matis-Carvalho"
"2238",2020,"Montpellier","Ligue 1","Gerónimo Rulli","ARG","GK","27",1992,25,25,2250,25,27,1.08,112,89,78.6,11,7,7,8,32,5,3,1,1,25,"https://fbref.com/en/players/625c144a/Geronimo-Rulli"
"2239",2020,"Nantes","Ligue 1","Alban Lafont","FRA","GK","20",1999,27,27,2430,27,29,1.07,91,65,71.4,11,4,12,10,37,6,3,2,1,40,"https://fbref.com/en/players/4e7db402/Alban-Lafont"
"2240",2020,"Nantes","Ligue 1","Denis Petrić","SRB","GK","31",1988,1,1,90,1,2,2,6,4,66.7,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/dab1b8dc/Denis-Petric"
"2241",2020,"Napoli","Serie A","Alex Meret","ITA","GK","22",1997,22,21,1951,21.7,33,1.52,76,46,63.2,9,5,7,3,14.3,6,5,1,0,16.7,"https://fbref.com/en/players/9413b19f/Alex-Meret"
"2242",2020,"Napoli","Serie A","David Ospina","COL","GK","30",1988,17,17,1469,16.3,17,1.04,53,36,71.7,9,3,5,4,23.5,2,2,0,0,0,"https://fbref.com/en/players/82b1198a/David-Ospina"
"2243",2020,"Newcastle Utd","Premier League","Martin Dúbravka","SVK","GK","30",1989,38,38,3420,38,58,1.53,190,134,70.5,11,11,16,11,28.9,2,2,0,0,0,"https://fbref.com/en/players/3a949a25/Martin-Dubravka"
"2244",2020,"Nice","Ligue 1","Walter Benítez","ARG","GK","26",1993,26,26,2340,26,36,1.38,129,99,75.2,9,8,9,4,15.4,6,4,1,1,20,"https://fbref.com/en/players/8a2248b4/Walter-Benitez"
"2245",2020,"Nice","Ligue 1","Yannis Clementia","MTQ","GK","22",1997,2,2,180,2,2,1,6,5,83.3,2,0,0,0,0,1,1,0,0,0,"https://fbref.com/en/players/7800bdb8/Yannis-Clementia"
"2246",2020,"Nîmes","Ligue 1","Paul Bernardoni","FRA","GK","22",1997,25,25,2204,24.5,38,1.55,102,69,66.7,7,4,14,6,24,4,4,0,0,0,"https://fbref.com/en/players/28dabd43/Paul-Bernardoni"
"2247",2020,"Nîmes","Ligue 1","Lucas Dias","FRA","GK","20",1999,4,3,316,3.5,6,1.71,18,12,66.7,0,2,1,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/d83f8f69/Lucas-Dias"
"2248",2020,"Norwich City","Premier League","Ralf Fährmann","GER","GK","30",1988,1,1,21,0.2,1,4.29,1,1,100,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann"
"2249",2020,"Norwich City","Premier League","Tim Krul","NED","GK","31",1988,36,36,3240,36,68,1.89,189,123,65.6,5,6,25,5,13.9,5,3,2,0,40,"https://fbref.com/en/players/f23f9d20/Tim-Krul"
"2250",2020,"Norwich City","Premier League","Michael McGovern","NIR","GK","35",1984,2,1,159,1.8,6,3.4,11,5,45.5,0,0,1,0,0,1,0,1,0,100,"https://fbref.com/en/players/51a19d04/Michael-McGovern"
"2251",2020,"Osasuna","La Liga","Sergio Herrera","ESP","GK","26",1993,19,18,1655,18.4,27,1.47,79,52,67.1,7,3,8,7,38.9,1,1,0,0,0,"https://fbref.com/en/players/a4995f48/Sergio-Herrera"
"2252",2020,"Osasuna","La Liga","Juan Pérez","ESP","GK","23",1996,2,2,180,2,3,1.5,8,6,75,1,1,0,0,0,1,1,0,0,0,"https://fbref.com/en/players/8f29e08b/Juan-Perez"
"2253",2020,"Osasuna","La Liga","Rubén","ESP","GK","35",1984,19,18,1583,17.6,24,1.36,51,29,58.8,5,9,4,5,27.8,3,3,0,0,0,"https://fbref.com/en/players/24279b8b/Ruben"
"2254",2020,"Paderborn 07","Bundesliga","Jannik Huth","GER","GK","25",1994,6,6,540,6,17,2.83,32,16,50,0,1,5,0,0,1,1,0,0,0,"https://fbref.com/en/players/e8fd2e5b/Jannik-Huth"
"2255",2020,"Paderborn 07","Bundesliga","Leopold Zingerle","GER","GK","25",1994,28,28,2520,28,57,2.04,147,95,63.3,4,7,17,5,17.9,4,3,1,0,25,"https://fbref.com/en/players/bf9d9070/Leopold-Zingerle"
"2256",2020,"Paris S-G","Ligue 1","Alphonse Areola","FRA","GK","26",1993,3,3,270,3,2,0.67,4,2,50,2,0,1,2,66.7,0,0,0,0,NA,"https://fbref.com/en/players/2f965a72/Alphonse-Areola"
"2257",2020,"Paris S-G","Ligue 1","Marcin Bułka","POL","GK","19",1999,1,1,90,1,0,0,2,2,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/db87a2c4/Marcin-Bulka"
"2258",2020,"Paris S-G","Ligue 1","Keylor Navas","CRC","GK","32",1986,21,21,1890,21,18,0.86,65,46,72.3,17,2,2,11,52.4,0,0,0,0,NA,"https://fbref.com/en/players/ecada4fc/Keylor-Navas"
"2259",2020,"Paris S-G","Ligue 1","Sergio Rico","ESP","GK","25",1993,2,2,180,2,4,2,11,7,63.6,2,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/5f0241b2/Sergio-Rico"
"2260",2020,"Parma","Serie A","Simone Colombi","ITA","GK","28",1991,4,4,360,4,4,1,17,14,82.4,1,1,2,1,25,2,1,0,1,0,"https://fbref.com/en/players/72be9309/Simone-Colombi"
"2261",2020,"Parma","Serie A","Luigi Sepe","ITA","GK","28",1991,34,34,3060,34,53,1.56,184,134,74.5,13,6,15,5,14.7,9,6,3,0,33.3,"https://fbref.com/en/players/343f753a/Luigi-Sepe"
"2262",2020,"RB Leipzig","Bundesliga","Péter Gulácsi","HUN","GK","29",1990,32,32,2880,32,34,1.06,117,82,72.6,16,12,4,10,31.3,2,2,0,0,0,"https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi"
"2263",2020,"RB Leipzig","Bundesliga","Yvon Mvogo","SUI","GK","25",1994,2,2,180,2,3,1.5,5,2,40,2,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/dc29b608/Yvon-Mvogo"
"2264",2020,"Real Madrid","La Liga","Alphonse Areola","FRA","GK","26",1993,4,4,360,4,5,1.25,13,10,76.9,3,1,0,1,25,2,2,0,0,0,"https://fbref.com/en/players/2f965a72/Alphonse-Areola"
"2265",2020,"Real Madrid","La Liga","Thibaut Courtois","BEL","GK","27",1992,34,34,3060,34,20,0.59,95,74,78.9,23,8,3,18,52.9,0,0,0,0,NA,"https://fbref.com/en/players/1840e36d/Thibaut-Courtois"
"2266",2020,"Real Sociedad","La Liga","Miguel Ángel Moyá","ESP","GK","35",1984,13,13,1170,13,16,1.23,51,36,68.6,5,4,4,3,23.1,1,0,0,1,NA,"https://fbref.com/en/players/011d8c56/Miguel-Angel-Moya"
"2267",2020,"Real Sociedad","La Liga","Álex Remiro","ESP","GK","24",1995,25,25,2250,25,32,1.28,87,62,71.3,11,4,10,6,24,8,7,1,0,12.5,"https://fbref.com/en/players/374ee424/Alex-Remiro"
"2268",2020,"Reims","Ligue 1","Nicolas Lemaître","FRA","GK","22",1997,1,1,90,1,3,3,3,1,33.3,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/586ef3a3/Nicolas-Lemaitre"
"2269",2020,"Reims","Ligue 1","Predrag Rajković","SRB","GK","23",1995,27,27,2430,27,18,0.67,84,65,79.8,10,11,6,12,44.4,5,1,3,1,75,"https://fbref.com/en/players/58ad9383/Predrag-Rajkovic"
"2270",2020,"Rennes","Ligue 1","Edouard Mendy","SEN","GK","27",1992,24,24,2160,24,19,0.79,74,59,78.4,13,5,6,9,37.5,4,3,1,0,25,"https://fbref.com/en/players/33887998/Edouard-Mendy"
"2271",2020,"Rennes","Ligue 1","Romain Salin","FRA","GK","35",1984,5,4,360,4,5,1.25,18,13,72.2,2,0,2,2,50,1,0,1,0,100,"https://fbref.com/en/players/74733221/Romain-Salin"
"2272",2020,"Roma","Serie A","Daniel Fuzato","BRA","GK","22",1997,1,1,90,1,1,1,2,1,50,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/82328faf/Daniel-Fuzato"
"2273",2020,"Roma","Serie A","Pau López","ESP","GK","24",1994,32,32,2880,32,45,1.41,122,83,69.7,18,6,8,5,15.6,9,8,1,0,11.1,"https://fbref.com/en/players/20b9f052/Pau-Lopez"
"2274",2020,"Roma","Serie A","Antonio Mirante","ITA","GK","36",1983,5,5,450,5,5,1,22,17,81.8,2,1,2,2,40,1,1,0,0,0,"https://fbref.com/en/players/30223b33/Antonio-Mirante"
"2275",2020,"Saint-Étienne","Ligue 1","Stefan Bajic","FRA","GK","17",2001,1,1,90,1,1,1,2,1,50,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/be13e5a8/Stefan-Bajic"
"2276",2020,"Saint-Étienne","Ligue 1","Jessy Moulin","FRA","GK","33",1986,5,5,450,5,4,0.8,20,18,90,2,2,1,2,40,2,2,0,0,0,"https://fbref.com/en/players/28a65a2c/Jessy-Moulin"
"2277",2020,"Saint-Étienne","Ligue 1","Stéphane Ruffier","FRA","GK","32",1986,22,22,1980,22,40,1.82,94,56,60.6,6,4,12,3,13.6,4,3,0,1,0,"https://fbref.com/en/players/cac76a72/Stephane-Ruffier"
"2278",2020,"Sampdoria","Serie A","Emil Audero","ITA","GK","22",1997,36,36,3240,36,60,1.67,160,110,66.9,12,5,19,9,25,8,7,0,1,0,"https://fbref.com/en/players/649b01d8/Emil-Audero"
"2279",2020,"Sampdoria","Serie A","Wladimiro Falcone","ITA","GK","24",1995,2,2,180,2,5,2.5,13,8,69.2,0,1,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/9f5a610b/Wladimiro-Falcone"
"2280",2020,"Sassuolo","Serie A","Andrea Consigli","ITA","GK","32",1987,31,31,2790,31,55,1.77,140,93,65.7,12,5,14,5,16.1,8,7,1,0,12.5,"https://fbref.com/en/players/8cabdc1e/Andrea-Consigli"
"2281",2020,"Sassuolo","Serie A","Gianluca Pegolo","ITA","GK","38",1981,5,5,450,5,4,0.8,26,23,84.6,2,2,1,2,40,0,0,0,0,NA,"https://fbref.com/en/players/f058ed1f/Gianluca-Pegolo"
"2282",2020,"Sassuolo","Serie A","Stefano Turati","ITA","GK","17",2001,2,2,180,2,4,2,11,8,72.7,0,2,0,0,0,1,1,0,0,0,"https://fbref.com/en/players/bf168004/Stefano-Turati"
"2283",2020,"Schalke 04","Bundesliga","Alexander Nübel","GER","GK","22",1996,26,26,2315,25.7,40,1.56,114,79,68.4,8,9,9,6,23.1,4,4,0,0,0,"https://fbref.com/en/players/afb0c500/Alexander-Nubel"
"2284",2020,"Schalke 04","Bundesliga","Markus Schubert","GER","GK","21",1998,9,8,742,8.2,18,2.18,52,35,69.2,1,3,4,2,25,2,2,0,0,0,"https://fbref.com/en/players/289b90cd/Markus-Schubert"
"2285",2020,"Sevilla","La Liga","Yassine Bounou","MAR","GK","28",1991,6,5,495,5.5,3,0.55,19,17,89.5,4,1,0,4,80,1,1,0,0,0,"https://fbref.com/en/players/f6798fc3/Yassine-Bounou"
"2286",2020,"Sevilla","La Liga","Tomáš Vaclík","CZE","GK","30",1989,33,33,2925,32.5,31,0.95,96,68,69.8,15,12,6,14,42.4,3,2,1,0,33.3,"https://fbref.com/en/players/7b456af7/Tomas-Vaclik"
"2287",2020,"Sheffield Utd","Premier League","Dean Henderson","ENG","GK","22",1997,36,36,3240,36,33,0.92,129,97,75.2,14,11,11,13,36.1,3,1,1,1,50,"https://fbref.com/en/players/e5a76dfe/Dean-Henderson"
"2288",2020,"Sheffield Utd","Premier League","Simon Moore","ENG","GK","29",1990,2,2,180,2,6,3,12,6,50,0,1,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/e7434f04/Simon-Moore"
"2289",2020,"Southampton","Premier League","Angus Gunn","ENG","GK","23",1996,10,10,900,10,25,2.5,53,30,56.6,2,2,6,2,20,2,2,0,0,0,"https://fbref.com/en/players/e082af5b/Angus-Gunn"
